10621	10612	100
#hold kick small left
10571	10710	200
# ==== BIG =====
#idle big right
110	11001	100
#walk big right
1100	11002	100	11003	100
#walk fast big right
1160	11002	50	11003	50
#max speed big right
1110	11104	25	11105	25
#jump up big right
1120	11201	100
#jump down big right
1123	11202	100
#brake big right 
1130	11307	100
#sit big right
1140	11408	100
#hold idle big right
11500	11500	100
#hold walk big right
11510	11501	100	11502	100
#hold jump big right
11530	11503	100
#fly right
11620	11602	100
#hold kick big right
11570	11700	200
#idle big left
111	11011	100
#walk big left
1101	11012	100	11013	100
#walk fast big left
1161	11012	50	11013	50
#max speed big left
1111	11114	25	11115	25
#jump up big left
1121	11211	100
#jump down big left
1124	11212	100
#brake big left 
1131	11317	100
#sit big left
1141	11418	100
#hold idle big left
11501	11510	100
#hold walk big left
11511	11511	100	11512	100
#hold jump big left
11531	11513	100
#fly left
11621	11612	100
#hold kick big left
11571	11710	200
# ==== TAIL =====
#idle tail right
120	12001	100
#walk tail right
1200	12002	100	12003	100
#walk fast tail right
1260	12002	50	12003	50
#max speed tail right
1210	12104	25	12105	25
#jump up tail right
1220	12201	100
#jump down tail right
1223	12202	100
#brake tail right 
1230	12307	100
#sit tail right
1240	12408	100
#hold idle tail right
12500	12500	100
#hold walk tail right
12510	12501	100	12502	100
#hold jump tail right
12530	12503	100
#fly up right
12620	12602	100
#fly down right
12630	12603	100
#fly flapping right
12640	12604	100	12605	100	12606	100
#hold kick tail right
12570	12700	200
#turning tail right
1280	12803	70	12804	70	12805	70	12806	70	12803	70
#1280	12805	70
#flapping tail right
1226	12203	100	12204	100	12205	100	12204	100
#idle tail left
121	12011	100
#walk tail left
1201	12012	100	12013	100
#walk fast tail left
1261	12012	50	12013	50
#max speed tail left
1211	12114	25	12115	25
#jump up tail left
1221	12211	100
#jump down tail left
1224	12212	100
#brake tail left 
1231	12317	100
#sit tail left
1241	12418	100
#hold idle tail left
12501	12510	100
#hold walk tail left
12511	12511	100	12512	100
#hold jump tail left
12531	12513	100
#fly up left
12621	12612	100
#fly down left
12631	12613	100
#fly flapping left
12641	12614	100	12615	100	12616	100
#hold kick tail left
12571	12710	200
#turning tail left
1281	12813	70	12814	70	12815	70	12816	70	12813	70
#flapping tail left
1228	12213	100	12214	100	12215	100	12214	100
# ==== FIRE =====
#idle fire right
130	13001	100
#walk fire right
1300	13002	100	13003	100
#walk fast fire right
1360	13002	50	13003	50
#max speed fire right
1310	13104	25	13105	25
#jump up fire right
1320	13201	100
#jump down fire right
1323	13202	100
#brake fire right 
1330	13307	100
#sit fire right
1340	13408	100
#hold idle fire right
13500	13500	100
#hold walk fire right
13510	13501	100	13502	100
#hold jump fire right
13530	13503	100
#fly right
13620	13602	100
#hold kick fire right
13570	13700	200
#shoot fire right
1380	13800	50	13801	50	13802	50
#shoot jump fire right
1382	13803	50	13804	50	13805	50
#idle fire left
131	13011	100
#walk fire left
1301	13012	100	13013	100
#walk fire left
1361	13012	50	13013	50
#max speed fire left
1311	13114	25	13115	25
#jump up fire left
1321	13211	100
#jump down fire left
1324	13212	100
#brake fire left 
1331	13317	100
#sit fire left
1341	13418	100
#hold idle fire left
13501	13510	100
#hold walk fire left
13511	13511	100	13512	100
#hold jump fire left
13531	13513	100
#fly left
13621	13612	100
#hold kick fire left
13571	13710	200
#shoot fire leftt
1381	13810	50	13811	50	13812	50
#shoot jump fire right
1383	13813	50	13814	50	13815	50
#die
1099	10909	100
# ==== Transform ====
# ---- small ----
1400	10999	25	14001	50	10999	25	11001	50
1401	10999	25	14011	50	10999	25	11011	50
# ---- bang ---
1420	14022	100	14021	100	14020	100	14021	100
# ==== Luigi =====
#idle big right
210	21001	100
#walk big right
2100	21002	100	21003	100
#walk fast big right
2160	21002	50	21003	50
#max speed big right
2110	21104	25	21105	25
#jump up big right
2120	21201	100
#jump down big right
2123	21202	100
#brake big right 
2130	21307	100
#sit big right
2140	21408	100
#hold idle big right
21500	21500	100
#hold walk big right
21510	21501	100	21502	100
#hold jump big right
21530	21503	100
#fly right
21620	21602	100
#hold kick big right
21570	21700	200
#idle big left
211	21011	100
#walk big left
2101	21012	100	21013	100
#walk fast big left
2161	21012	50	21013	50
#max speed big left
2111	21114	25	21115	25
#jump up big left
2121	21211	100
#jump down big left
2124	21212	100
#brake big left 
2131	21317	100
#sit big left
2141	21418	100
#hold idle big left
21501	21510	100
#hold walk big left
21511	21511	100	21512	100
#hold jump big left
21531	21513	100
#fly left
21621	21612	100
#hold kick big left
21571	21710	200
# ==== Ground =========
5001	50001	100
# ==== Background =========
5000	50000	100
5002	50002	100
5012	50012	100
5003	50003	100
# === Arrow ===
5010	50010	250	50011	250
5011	50010	100
# ==== Coin ====
300	30000	100	30001	100	30002	100	30001	100
# ==== Leaf ====
301	30010	100
302	30011	100
# ==== MushRoom ====
303	30012	100
304	30013	100
# ==== Goomba  =========
# --- Yellow ---
#walk
5013	60301	100	60302	100
#die
5014	60303	100
#  ==== Green Koopas ====
# --- Right ---
# walk right
4100	41000	200	41001	200
# spin right
4120	41200	50	41201	50	41202	50
# para right
4300	43000	100	43001	100
# --- Left ---
# walk left
4101	41010	200	41011	200
# spin left
4121	41210	50	41211	50	41212	50
# para left
4301	43010	100	43011	100
# shell
4170	41710	100
# shake
4183	41830	50	41831	50	41832	50
# shake up
4184	41833	50	41834	50	41835	50
#die up
4193	41930	100
# ==== Others ====
# ---- Black Shell ----
4171	41711	100
4172	41712	100
# ---- Star ----
4173	41713	100
# id	ani1	ani2	ani3
#
[ANIMATION_SETS]
# Mario
1	100	1000	1060	1010	1020	1023	1030	101	1001	1061	1011	1021	1024	1031
1	110	1100	1160	1110	1120	1123	1130	1140	111	1101	1161	1111	1121	1124	1131	1141
1	120	1200	1260	1210	1220	1223	1230	1240	121	1201	1261	1211	1221	1224	1231	1241
1	130	1300	1360	1310	1320	1323	1330	1340	131	1301	1361	1311	1321	1324	1331	1341	1099
1	10500	10510	10530	10570	10501	10511	10531	10571
1	11500	11510	11530	11570	11501	11511	11531	11571
1	12500	12510	12530	12570	12501	12511	12531	12571
1	13500	13510	13530	13570	13501	13511	13531	13571
1	1280	1281	1226	1228	1380	1381	1382	1383
1	10620	10621	11620	11621	12620	12630	12640	12621	12631	12641	13620	13621
1	1400	1401	1420
# Luigi
2	100	1000	1060	1010	1020	1023	1030	101	1001	1061	1011	1021	1024	1031
2	210	2100	2160	2110	2120	2123	2130	2140	211	2101	2161	2111	1121	2124	2131	2141
2	120	1200	1260	1210	1220	1223	1230	1240	121	1201	1261	1211	1221	1224	1231	1241
2	130	1300	1360	1310	1320	1323	1330	1340	131	1301	1361	1311	1321	1324	1331	1341	1099
2	10500	10510	10530	10570	10501	10511	10531	10571
2	21500	21510	21530	21570	21501	21511	21531	21571
2	12500	12510	12530	12570	12501	12511	12531	12571
2	13500	13510	13530	13570	13501	13511	13531	13571
2	1280	1281	1226	1228	1380	1381	1382	1383
2	10620	10621	21620	21621	12620	12630	12640	12621	12631	12641	13620	13621
2	1400	1401	1420
# Ground
21	5001
# Background
50	5000	5002	5012	5003
# Arrow
51	5010	5011
# Coin
6	300
# Leaf
36	301	302
# MushRoom
37	303	304
# Goomba
20	5013	5014
# Koopas
30	4100	4120	4101	4121	4170	4183	4193 	4300	4301	4184
# Others
41	4171	4172	
43	4173
[OBJECTS]
# type	x	y	ani_set_id	extra_settings per object type	type
#========MARIO========
0	0	157	2
0	240	157	1
#========GROUND========
4	0	185	21
4	-300	185	21
4	300	185	21
#========Raccoon Leaf========
5	110	-30	36
#========Goomba========
1	65	-30	20
#========Mushroom========
2	30	-30	37
#========Koopas========
3	120	-30	30
3	256	100	30
3	360	100	30
3	400	100	30
3	440	100	30
#========Others========
6	180	-30	41	1
6	210	-30	43	2
